LncRNA,F1:RiskSNP,F2:commonSNP,F5:TF(motif),F55:miRNA,F56:mRNA,F57:Protein,F58:Hallmark,F3:TF(ChIP-seq),F4:Core TF(ChIP-seq),F8:Histone modification,F9:ATAC-seq peak of cistrome & gene_mapper,F10:DHS & gene_mapper,F11:ATAC of cistrome & DHS & gene_mapper,F13:Element number of SE & gene_mapper,F14:Case ChIP signal of SE & gene_mapper,F15:Normalized rank of SE & gene_mapper,F17:Element number of TE & gene_mapper,F18:Case ChIP signal of TE & gene_mapper,F19:Normalized rank of TE & gene_mapper,F20:Element number of TE/SE & gene_mapper,F21:Case ChIP signal of TE/SE & gene_mapper,F22:Normalized rank of TE/SE & gene_mapper,F6:Methylation site,F7:Methylation value,F12:SE & gene_mapper,F16:TE & gene_mapper,F24:Global chromatin interaction,F25:SE/TE & interaction,F26:SE & interaction,F27:TE & interaction,F40:SE/TE & interaction & gene_mapper,F41:SE & interaction & gene_mapper,F42:TE & interaction & gene_mapper,F28:Element number of SE/TE & interaction,F29:Case ChIP signal of SE/TE & interaction,F30:Normalized rank of SE/TE & interaction,F31:Element number of SE & interaction,F32:Case ChIP signal of SE & interaction,F33:Normalized rank of SE & interaction,F34:Element number of TE & interaction,F35:Case ChIP signal of TE & interaction,F36:Normalized rank of TE & interaction,F43:Element number of SE/TE & interaction & gene_mapper,F44:Case ChIP signal of SE/TE & interaction & gene_mapper,F45:Normalized rank of SE/TE & interaction & gene_mapper,F46:Element number of SE & interaction & gene_mapper,F47:Case ChIP signal of SE & interaction & gene_mapper,F48:Normalized rank of SE & interaction & gene_mapper,F49:Element number of TE & interaction & gene_mapper,F50:Case ChIP signal of TE & interaction & gene_mapper,F51:Normalized rank of TE & interaction & gene_mapper,F37:ATAC-seq peak of cistrome & interaction,F39:DHS & interaction,F52:ATAC-seq peak of cistrome & interaction & gene_mapper,F53:DHS & interaction & gene_mapper,F23:ATAC of cistrome & ATAC of ATACdb & gene_mapper,F38:ATAC of ATACdb & interaction,F54:ATAC of ATACdb & interaction & gene_mapper
RP11-650J17.2,0,49,16,0,0,125,0,3,1,0,1,11,12,0,0,0,1,2103.04,8650,1,0,8650,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-650K20.2,0,68,22,0,0,0,0,2,0,3,26,68,94,1,33649.506,627,1,6879.12519,18576,0,0,22897,1,9,1,49,3,31,2,29,0,9,9,1,11026.37436,19102,4.5,37359.05525,424,1,9210.327407,18845,1,6168.278189,13567,0,0,0,1,6168.278189,13567,13,19,3,6,25,22,7
RP11-650L12.1,7,54,23,0,0,0,0,16,3,3,10,30,40,0,0,0,1,5133.835679,16388,1,0,20698,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,18,0,0
RP11-650L12.2,4,50,101,0,0,178,1,3,0,2,6,30,36,0,0,0,1,3922.177209,15097.5,0,0,22897,1,9.063333,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
RP11-650P15.1,0,50,39,0,0,0,0,26,6,5,11,22,33,0,0,0,1,6903.226288,17684,1,0,18127,5,7.543846,0,17,10,39,0,39,0,8,8,1,6570.886147,18026.5,0,0,0,1,6570.886147,18026.5,3,12236.94539,19241.5,0,0,0,3,12236.94539,19241.5,21,23,3,6,17,27,6
RP11-651L5.2,1,52,45,0,0,0,0,21,5,3,38,74,112,0,0,0,1,4373.826751,15867,1,0,17311,5,8.575,0,45,11,61,2,59,0,28,28,1,9213.992771,17713,4.5,37359.05525,424,1,8421.17411,17685,2,8083.456508,16948,0,0,0,2,8083.456508,16948,26,36,13,19,32,49,4
RP11-651P23.5,0,48,82,0,0,0,0,31,8,6,6,22,28,0,0,0,2,10496.57247,20714,2,0,21019,5,6.66,0,11,16,24,6,18,0,0,0,1,11476.47905,12728.5,2.5,36161.97652,764.5,1,4744.070655,10669.5,0,0,0,0,0,0,0,0,0,8,18,0,0,10,14,0
RP11-653B10.1,0,55,33,0,0,0,0,1,0,0,0,12,0,0,0,0,2,1125.672,4620,2,0,4620,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
RP11-653G8.2,0,53,6,0,0,0,0,0,0,0,3,8,11,0,0,0,1,449.8356,2088,1,0,2088,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-653J6.1,0,43,73,0,0,0,0,23,5,5,13,104,117,0,0,0,1,5046.528192,17241,1,0,19021,3,5.728333,0,13,11,60,4,56,0,1,1,2,10051.96679,18485,2,13987.36707,834,2,9611.201961,17660,1,450.0552,6249,0,0,0,1,450.0552,6249,15,33,1,6,7,34,2
RP11-654A16.1,1,49,17,0,0,0,0,23,6,2,28,86,114,5,94040.513,834.5,1,4505.134878,11641,1,0,9043,7,8.725238,2,23,17,48,3,45,1,15,16,1,19269.08433,15686.5,6,122132.8859,1098,1,5683.299208,14442,2,30359.38069,13219,6,149673.9604,1098,2,6496.46475,12785,21,54,7,21,31,65,21
RP11-654A16.3,0,71,15,0,0,0,0,10,2,3,12,71,83,0,0,0,1,3334.477032,14676,1,0,18723,8,7.700588,0,25,33,22,0,22,0,21,21,1,3771.290422,14813,0,0,0,1,3771.290422,14813,1,3283.756825,14846,0,0,0,1,3283.756825,14846,8,35,7,21,39,36,28
RP11-654C22.2,0,56,52,0,0,0,0,1,0,0,14,53,67,0,0,0,1,2834.611537,11791,1,0,4276,0,0,0,19,1,10,0,10,0,10,10,1,3601.18489,13543.5,0,0,0,1,3601.18489,13543.5,1,3601.18489,13486.5,0,0,0,1,3601.18489,13486.5,2,3,2,3,2,6,0
RP11-654D12.2,1,41,4,0,0,0,0,3,0,0,4,7,11,0,0,0,1,1039.891225,10739.5,0,0,22897,1,8.236667,0,4,2,22,2,20,0,0,0,1,13013.77735,20763,4.5,37359.05525,424,1,10579.24956,20646,0,0,0,0,0,0,0,0,0,10,13,0,0,0,15,0
RP11-654D12.3,3,30,27,0,0,0,0,14,2,1,16,10,26,0,0,0,1,765.0999333,5330.5,0,0,22897,2,6.821667,0,6,15,47,2,45,0,4,4,1,7738.92671,18019.5,4.5,37359.05525,424,1,6554.121568,17854,1,952.82138,6506,0,0,0,1,952.82138,6506,30,30,10,3,1,50,1
RP11-654G14.1,0,71,0,0,0,0,0,1,0,0,45,94,139,9,55047.233,707,1,2165.371291,8726,0,0,22897,0,0,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
RP11-655C2.3,0,40,36,0,0,0,0,16,3,1,27,47,74,3.5,41320.1085,635,1,10216.78771,21221,0,0,22897,4,6.386,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,14,1,0
RP11-655G22.1,0,51,12,0,0,0,0,3,1,0,7,16,23,0,0,0,1,1244.04675,7865.5,0,0,22897,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-655H13.2,0,82,6,0,0,0,0,2,1,0,2,21,23,0,0,0,1,2257.37096,8920,1,0,8920,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
RP11-655M14.12,3,58,20,0,0,0,0,3,1,0,31,59,90,3,40030.114,722,1,4943.160831,16089,0,0,22897,9,7.7964,1,39,10,39,6,33,1,24,25,1,10889.39593,17716,5,51156.1031,719,1,6029.620928,17422,1,6788.439208,17104,3,40030.1139,719,1,5403.369429,16644.5,17,20,11,13,13,17,10
RP11-656A15.1,1,66,15,0,0,0,0,3,0,0,2,14,16,0,0,0,1,1317.205,7055,1,0,7055,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
RP11-656D10.3,0,42,35,11,0,0,0,13,3,2,4,12,16,0,0,0,1,1491.058612,9130,1,0,8325,11,8.53,0,17,9,56,0,56,0,14,14,1,3065.56428,12412,0,0,0,1,3065.56428,12412,1,1377.840857,8922,0,0,0,1,1377.840857,8922,15,25,3,6,8,41,8
RP11-656D10.5,0,56,41,0,0,0,0,2,0,0,4,12,16,0,0,0,1,1491.058612,9130,1,0,8325,1,9.3,0,17,2,21,0,21,0,10,10,1,2876.377383,12553,0,0,0,1,2876.377383,12553,1,1619.19498,11379,0,0,0,1,1619.19498,11379,5,7,2,4,8,19,8
RP11-656D10.6,0,56,40,0,0,299,0,3,0,0,4,23,27,0,0,0,1,1491.058612,9130,1,0,8325,0,0,0,17,1,10,0,10,0,10,10,1,1619.19498,11436,0,0,0,1,1619.19498,11436,1,1619.19498,11379,0,0,0,1,1619.19498,11379,2,4,2,4,8,8,8
RP11-656E20.5,3,76,235,0,0,0,0,5,1,4,7,20,27,4,42207.257,779,1,6149.731085,18941,0,0,22897,3,8.825,1,13,13,55,3,52,1,0,1,2,8983.364774,17395,4,40267.97618,776,2,7434.621635,17395,4,42207.2568,22446,4,42207.2568,776,0,0,0,17,26,0,0,14,30,0
RP11-657O9.1,0,51,21,7,0,0,0,2,0,1,10,168,178,0,0,0,1,2365.202478,7073,1,0,5460,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
RP11-659E9.2,0,46,37,0,0,0,0,19,1,1,20,35,55,0,0,0,1,4140.93528,14064,1,0,19154,1,8.11,0,15,11,35,2,33,0,10,10,1,6137.992271,14002,11.5,55670.18475,674,1,4513.985961,14002,1,3401.333779,13945,0,0,0,1,3401.333779,13945,23,24,7,8,21,54,15
RP11-659E9.4,0,46,25,0,0,171,0,5,1,2,22,21,43,0,0,0,1,3823.565878,12980,0,0,22897,1,8.89,0,18,1,9,0,9,0,9,9,1,3457.431867,14002,0,0,0,1,3457.431867,14002,1,3457.431867,13945,0,0,0,1,3457.431867,13945,3,6,3,6,21,12,12
RP11-659F24.1,0,65,6,0,0,68,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-659G9.3,0,51,26,0,0,0,0,6,0,1,13,27,40,0,0,0,1,6373.52154,17665,0,0,22897,1,8.58,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
RP11-659P15.1,0,36,20,0,0,0,0,5,1,1,18,46,64,0,0,0,1,4424.857843,15911.5,0,0,22897,1,8.72,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,8,7,0
RP11-65D17.1,1,43,10,0,0,0,0,3,1,0,7,18,25,0,0,0,1,1323.262,6664,1,0,6664,0,0,0,1,1,12,2,10,0,0,0,1,9488.205446,20549,3,29905.071,91,1,4724.27015,18562,0,0,0,0,0,0,0,0,0,4,5,0,0,7,8,0
RP11-65D24.1,0,91,40,0,0,0,0,3,1,0,17,129,146,0,0,0,1,879.418,6630,1,0,6630,7,7.099444,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
RP11-65J21.1,2,65,67,0,0,0,0,17,4,2,8,43,51,0,0,0,1,2166.405465,10986,1,0,6627,0,0,0,17,16,50,0,50,0,15,15,1,3305.401434,13645,0,0,0,1,3305.401434,13645,1,2298.996247,11367,0,0,0,1,2298.996247,11367,18,33,3,11,17,43,14
RP11-65J21.3,3,68,284,0,0,0,0,26,7,3,9,39,48,0,0,0,1,4433.864656,12996.5,0,0,22897,2,8.07,0,18,24,64,1,63,0,0,0,1,6009.0124,14476.5,3,33905.316,638,1,5360.261153,14474,0,0,0,0,0,0,0,0,0,30,51,0,0,25,57,0
RP11-65J21.4,1,35,57,0,0,0,0,5,2,1,16,63,79,0,0,0,1,2618.831581,11721,1,0,5736,0,0,0,27,6,25,0,25,0,1,1,1,3239.458676,12438,0,0,0,1,3239.458676,12438,3,11115.3042,19125,0,0,0,3,11115.3042,19125,10,14,1,1,10,19,0
RP11-65J3.1,2,91,39,0,0,0,0,9,2,3,12,39,51,0,0,0,1,7995.973995,19737,0,0,22897,1,8.806667,0,20,24,102,33,69,0,11,11,4,45125.38718,22502.5,5,65078.74189,1011,2,13635.02168,20416,2,12932.39041,21219,0,0,0,2,12932.39041,21219,39,60,1,0,8,40,0
RP11-65J3.14,0,53,152,0,0,0,0,34,7,5,25,49,74,5,61762.31033,1024,1,5156.78175,16854,0,0,22897,6,6.8725,12,12,42,115,34,81,12,9,21,4,47704.61899,22610,5,65518.56649,1015,2,13478.98809,20416,5,60094.52916,22685,5,70617.26157,1027,1,6896.270856,17930,64,81,15,18,18,60,17
RP11-65J3.15,1,79,39,0,0,316,0,6,1,1,11,37,48,0,0,0,1,7172.881774,17994,1,0,21425,6,7.895,0,19,26,106,28,78,0,12,12,3,38552.62645,22190,5,65876.07061,1011,2,12836.44371,20934,2,11967.42008,21219,0,0,0,2,11967.42008,21219,43,62,4,6,11,46,7
RP11-65J3.2,0,83,117,0,0,0,0,18,6,3,20,49,69,5,61762.31033,1024,2,10531.26158,20063,0,0,22897,10,7.808929,12,24,17,87,22,65,8,12,20,3,37735.39102,22114,5,66287.69168,1006,2,14053.77694,21422,3,42270.81139,22168,6,79659.60141,1049,2,16778.45456,21679,34,52,5,8,10,38,4
RP11-65J3.3,0,67,181,0,0,0,0,35,8,2,31,52,83,5,61762.31033,1024,2,10531.26158,20063,0,0,22897,1,5.085,12,24,4,12,12,0,12,0,12,5,67081.17084,22754,5,67081.17084,1027,0,0,0,5,67081.17084,22697,5,67081.17084,1027,0,0,0,2,5,2,4,21,3,3
RP11-65L19.4,0,75,7,0,0,0,0,7,1,1,12,15,27,10,75023.562,844,1,2303.4395,7050,0,0,22897,7,8.860476,1,5,1,11,2,9,0,0,0,1,24951.21701,18444,7,116557.8155,981.5,1,4594.195122,17596,0,0,0,0,0,0,0,0,0,3,3,0,0,18,6,0
RP11-65L3.2,0,22,6,1,0,0,0,1,0,2,2,11,13,0,0,0,1,1481.954386,8348,1,0,8348,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
RP11-65L3.4,0,19,14,0,0,0,0,1,0,2,3,11,14,0,0,0,1,1481.954386,8348,1,0,8348,12,9.061143,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
RP11-65M17.1,0,60,13,0,0,0,0,12,3,0,5,47,52,0,0,0,1,2857.177825,13073,0,0,22897,1,5.186667,0,8,3,5,0,5,0,0,0,2,14744.32063,20180,0,0,0,2,14744.32063,20180,0,0,0,0,0,0,0,0,0,1,5,0,2,14,5,0
RP11-65M17.3,2,67,11,0,0,0,0,1,1,0,6,46,52,0,0,0,2,2415.848267,7810,2,0,7810,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
RP11-65N13.8,0,32,35,0,0,0,0,32,7,6,22,57,79,1,14146.126,826,1,6109.49479,17118.5,0,0,22897,3,5.30375,2,42,31,79,6,73,2,39,41,2,10451.23782,19282,3,35653.65083,503,2,8117.681062,18898,2,6397.651071,18555,1,14146.12575,823,2,6287.743629,18555,36,48,15,17,30,94,29
RP11-660L16.2,5,69,37,0,0,0,0,22,5,4,26,130,156,2.5,41813.6605,504,1,4348.781637,13215,1,0,20968,7,8.378095,2,27,16,34,2,32,2,20,22,2,7809.808753,15064,2,38201.02156,53,2,4887.576752,14287,2,8604.666949,14224,2,38201.02156,53,2,4905.122623,13966.5,13,20,9,12,11,25,5
RP11-660M5.1,0,37,16,0,0,120,0,1,0,1,31,89,120,0,0,0,1,4383.680044,15138.5,0,0,22897,1,9.233333,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
RP11-661A12.12,0,62,71,0,0,0,0,33,9,6,27,46,73,3,51679.88786,845,1,9438.801995,20497.5,11,0,20486,2,8.09,7,20,10,46,15,31,7,17,24,4,35107.20903,22291,4,56184.66713,859,4,14688.42149,21207,3,30783.20339,22046,3,55903.10832,842,2.5,12571.27231,20985,22,22,15,15,31,34,22
RP11-661A12.5,1,38,185,0,0,0,0,32,8,4,46,46,92,4,47682.02646,951,3,12469.42893,20556,3,0,22648,22,7.649574,13,14,20,50,25,25,13,14,27,5,49645.69152,22616,5,69588.30922,986,4,14806.91121,21281,5,47460.11011,22559,5,66146.0334,986,4,14376.8361,21150,41,42,29,33,47,66,44
RP11-661A12.7,0,57,168,0,0,0,0,30,9,6,52,52,104,4,47682.02646,951,3,12469.42893,20556,3,0,22648,31,6.519286,13,14,38,151,47,104,13,14,27,4,40562.85123,22468.5,5,63261.03916,978,3,13289.83473,21207,4,43757.85372,22512,5,62076.96159,986,4,15021.99823,21224,82,92,40,45,58,133,58
RP11-661A12.9,0,75,396,0,0,0,0,28,9,6,52,51,103,4,47682.02646,951,3,12469.42893,20556,3,0,22648,26,8.045102,13,14,24,82,19,63,13,14,27,4,40943.25405,22410,5,64198.70883,978,4,13381.23357,21207,4,43821.91377,22512,5,61972.39716,982,4,15083.6484,21224,53,62,35,42,58,81,53
RP11-661C3.2,0,90,53,0,0,0,0,3,1,4,36,90,126,3,46372.94725,812,1,7298.743174,19662,1,0,19951,2,7.3925,8,39,22,80,20,60,8,25,33,2,27126.82743,20597,5,68989.38053,849,1,8691.941654,19586,2,23883.54904,21335,3,46372.94736,809,1,8008.679635,19584,28,55,17,32,25,50,7
RP11-661C8.2,0,59,20,0,0,0,0,7,2,0,22,90,112,6,54465.1585,660,1,7544.0248,19073.5,0,0,22897,1,5.25,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
RP11-661D19.3,1,49,125,0,0,0,0,21,6,6,6,42,48,0,0,0,2,5687.208735,15993,2,0,17997,5,6.739167,0,17,21,78,1,77,0,16,16,2,9130.95342,18291,5,33648.4162,573,2,8582.055,18179.5,2,6139.64391,15940.5,0,0,0,2,6139.64391,15940.5,39,55,3,9,5,27,2
RP11-661G16.1,0,53,5,0,0,181,0,4,0,1,5,30,35,0,0,0,1,798.97842,9551,1,0,9551,2,8.992,0,5,39,27,2,25,0,2,2,2,20337.31071,20267,4,47191.1484,957,2,8619.27244,16919,1,955.6188,10042.5,0,0,0,1,955.6188,10042.5,25,63,4,11,8,40,7
RP11-661G16.2,1,48,4,0,0,0,0,17,4,3,8,39,47,0,0,0,1,687.4628182,7883,1,0,7883,1,2.465,0,11,38,28,2,26,0,0,0,2,20799.36826,20267,4,47191.1484,957,1,7872.782067,16620,0,0,0,0,0,0,0,0,0,22,61,0,4,4,38,0
RP11-661O13.1,1,78,38,0,0,0,0,2,0,1,5,52,57,0,0,0,1,3104.844756,12880,1,0,2918,1,8.483333,0,9,2,18,0,18,0,7,7,1,6186.783185,18226,0,0,0,1,6186.783185,18226,1,3791.141429,13133,0,0,0,1,3791.141429,13133,7,12,2,4,7,18,6
RP11-661P17.1,0,42,14,0,0,0,0,6,1,1,16,37,53,0,0,0,1.5,3017.19895,11275,0,0,22897,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-662B19.2,1,54,18,0,0,0,0,3,0,0,1,27,28,0,0,0,1,13813.0368,20585,1,0,20585,0,0,0,1,1,10,0,10,0,0,0,2,13200.04736,21434,0,0,0,2,13200.04736,21434,0,0,0,0,0,0,0,0,0,5,3,0,0,0,8,0
RP11-662G23.1,0,60,17,0,0,0,0,2,0,0,1,8,9,0,0,0,1,1856.600233,8305,1,0,8305,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
RP11-662I13.2,3,71,15,0,0,0,0,11,1,1,4,22,26,0,0,0,2,13722.5562,18480.5,0,0,22897,9,7.95963,0,4,3,22,2,20,0,0,0,1,13013.77735,20763,4.5,37359.05525,424,1,10579.24956,20646,0,0,0,0,0,0,0,0,0,10,13,0,0,8,15,0
RP11-662M24.1,0,79,39,0,0,0,0,6,0,0,11,65,76,0,0,0,1.5,3172.791333,11625.5,0,0,22897,7,7.041905,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
RP11-663N22.1,2,60,46,0,0,0,0,33,5,3,11,29,40,0,0,0,1,2452.432325,9517.5,0,0,22897,0,0,0,8,25,45,2,43,0,3,3,2,14721.13758,19167.5,4,86280.6114,1044,2,10153.51159,19127,2,4463.24526,14098,0,0,0,2,4463.24526,14098,29,52,0,0,23,37,0
RP11-663P9.1,0,58,89,0,0,0,0,2,0,0,1,4,5,0,0,0,1,458.0361667,5862,1,0,5862,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-664D1.1,1,63,7,0,0,249,0,4,2,1,17,59,76,0,0,0,1,3159.208067,12112.5,0,0,22897,1,9.026667,0,30,11,44,4,40,0,9,9,1.5,9315.350086,16550,3,36703.32218,357,1,6630.254782,16047,1,3095.082,14301,0,0,0,1,3095.082,14301,33,40,4,9,8,38,0
RP11-664H17.1,1,85,19,0,0,0,0,6,0,0,6,12,18,0,0,0,1,889.6099667,4483,1,0,4483,0,0,0,3,2,22,2,20,0,0,0,1,13013.77735,20763,4.5,37359.05525,424,1,10579.24956,20646,0,0,0,0,0,0,0,0,0,10,13,0,0,1,15,0
RP11-664I21.5,0,54,140,0,0,0,0,29,8,3,10,44,54,0,0,0,1,2481.732156,13186,1,0,19747,10,7.1575,0,25,33,85,1,84,0,23,23,1,10615.53919,14137,6,78291.2362,1021,1,4220.98514,13865,1,2468.862328,13816.5,0,0,0,1,2468.862328,13816.5,25,69,5,15,23,107,16
RP11-665C14.2,1,72,128,0,0,0,0,2,1,0,4,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
RP11-665C16.5,6,51,36,0,0,0,0,4,0,2,30,51,81,0,0,0,1,4499.751031,12507,1,0,3770,1,8.833333,0,29,1,1,0,1,0,0,0,1,238.3805,5211,0,0,0,1,238.3805,5211,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
RP11-665C16.6,0,49,72,0,0,0,0,32,8,6,10,22,32,0,0,0,1,2775.81975,12706,0,0,22897,4,8.396667,0,18,19,90,7,83,0,0,0,1,12157.45449,16381,3,40196.5559,769,1,5898.726495,15119,0,0,0,0,0,0,0,0,0,34,49,0,0,11,80,0
RP11-665G4.1,2,51,2,0,0,0,0,2,1,0,15,52,67,2,28146.276,441,1,2676.55995,10541,1,0,4147,7,5.679444,1,18,18,16,1,15,1,4,5,1,5854.922938,12672,2,28146.2761,438,1,3828.436286,11286.5,1,10372.5948,13115,2,28146.2761,438,1,5929.174475,11379.5,11,17,1,4,52,37,8
RP11-665I14.1,0,61,5,0,0,0,0,1,1,0,1,16,17,0,0,0,1,3081.097144,12001,1,0,5218,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
RP11-665J16.1,1,71,33,0,0,0,0,14,3,1,14,56,70,0,0,0,1,2385.356327,10692.5,0,0,22897,1,6.246667,0,22,20,20,2,18,0,5,5,2,19046.02152,14973,9,59042.55595,814.5,2,5254.113097,11494,1,5911.2877,7172,0,0,0,1,5911.2877,7172,21,29,5,12,0,7,0
RP11-666A20.4,0,132,72,0,0,0,0,23,6,3,10,27,37,2,25148.71,171,1,3250.631447,13095,0,0,22897,5,5.193333,1,15,5,1,0,1,0,0,0,1,349.4996,3793,0,0,0,1,349.4996,3793,0,0,0,0,0,0,0,0,0,4,5,0,0,14,7,0
RP11-666A8.12,0,56,26,0,0,0,0,22,7,2,22,48,70,6,59101.561,619,1,6887.53911,16951,1,0,20588,2,7.168,2,41,41,89,11,78,2,36,38,1,20283.33645,21506,8,73807.97329,1045,1,10258.08702,19712,1,19628.01663,21111,8,76138.10819,1045,1,10209.66803,20062,50,59,19,25,24,48,24
RP11-666A8.7,0,50,36,0,0,0,0,29,7,3,38,70,108,6,59101.561,619,1,6489.983455,16088,1,0,19774,6,8.13,2,49,42,89,11,78,2,44,46,1,20242.59159,21506,8,73807.97329,1045,1,10304.36039,19712,1,18898.23689,21041,8,76138.10819,1045,1,9994.256908,19325,52,64,29,32,24,51,24
RP11-666A8.8,0,70,59,0,0,0,0,34,7,6,21,47,68,8,86622.137,1048,1,6643.303853,14935,1,0,6375,9,7.122174,1,32,22,73,11,62,1,15,16,1,15926.77407,14937,8,63038.53866,919,1,5525.475399,12458,1,16671.96784,11411,8,86622.1371,1045,1,3718.232793,10657,36,46,10,16,18,36,13
RP11-666A8.9,0,68,81,0,0,0,0,11,3,5,21,44,65,8,86622.137,1048,1,6440.234326,14871,0,0,22897,12,7.895,1,31,2,12,1,11,0,6,6,1,5636.567686,10994,8,38474.532,260,1,4034.715768,8761,1,4552.34735,10026.5,0,0,0,1,4552.34735,10026.5,5,8,3,3,24,6,6
RP11-666E17.1,3,59,9,0,0,0,0,3,0,0,0,15,0,0,0,0,1,1987.720667,5423,1,0,4924,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-666F17.1,1,73,65,0,0,0,0,8,1,0,13,32,45,0,0,0,1,5297.991155,7679,1,0,5695,0,0,0,11,3,23,2,21,0,0,0,1,12633.24762,20673,4.5,37359.05525,424,1,10278.4088,20619,0,0,0,0,0,0,0,0,0,10,14,0,0,0,15,0
RP11-666I19.2,0,98,41,0,0,0,0,4,2,0,1,96,97,0,0,0,1,1211.36385,6852.5,0,0,22897,9,6.8924,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
RP11-667F9.2,0,50,18,0,0,116,0,2,1,1,23,133,156,0,0,0,1,5614.754384,13569,1,0,1261,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
RP11-667K14.3,1,51,308,0,0,0,0,19,5,4,31,59,90,0,0,0,2.5,7322.2477,18712.5,0,0,22897,45,7.418571,0,18,10,64,17,47,0,13,13,3,14778.53848,19498,3,49315.37155,778,3,9316.899756,19323,3,8903.752279,19258.5,0,0,0,3,8903.752279,19258.5,24,45,6,9,18,47,11
RP11-667K14.4,1,54,245,0,0,0,0,18,5,5,30,60,90,0,0,0,2.5,7322.2477,18712.5,0,0,22897,9,7.7008,0,18,21,129,20,109,0,13,13,3,13876.12321,19498,3,49279.16634,784,3,9950.529101,19323,3,10027.86816,19266,0,0,0,3,10027.86816,19266,53,91,11,20,18,109,18
